PRODUTO           |KIT ID             |QTDE            |COD INTERNO
CIPLAN 12X920     |100R2AT-12         |          0,9200|        11100
CIPLAN 1X450      |100-16-16          |          1,0000|        11033
CIPLAN 1X450      |100R2AT-16         |          0,4500|        11101
CIPLAN 1X450      |113-16-16          |          1,0000|        11474
CIPLAN 3/8X600    |100-8-6            |          2,0000|        11053
CIPLAN 3/8X600    |100R2AT-6          |          0,6000|        11107
CIPLAN.12X920     |100-12-12          |          1,0000|        11026
CIPLAN.12X920     |100R2AT-12         |          0,9200|        11100
CIPLAN.12X920     |103-16-12          |          1,0000|        11232
CIVE 12X3200      |100R2AT-12         |          3,2000|        11100
CIVE 12X3200      |101-12-12          |          1,0000|        11140
CIVE 12X3200      |HG560-12-12        |          1,0000|        18839
CIVE 12X3200      |MP-25-12           |          3,2000|        21336
CIVE 12X750       |100R12-12          |          0,7500|        11068
CIVE 12X750       |105-12-12 14MM     |          1,0000|        11289
CIVE 12X750       |109-12-12 LG       |          1,0000|       333840
CIVE 16X1270      |100R12-16          |          1,2700|        11069
CIVE 16X1270      |ORS-16-16          |          2,0000|        22115
CIVE 8X4500       |100-10-8           |          1,0000|        11023
CIVE 8X4500       |100R2AT-8          |          4,5000|        11108
CIVE 8X4500       |101-8-8            |          1,0000|        11164
CLEMENTE 1200     |100R1AT-4          |          1,2000|        11089
CLEMENTE 1200     |AA6                |          2,0000|        13648
CLEMENTE 1200     |HG207-12-4         |          2,0000|        18698
CLEMENTE 1200     |PA6                |          2,0000|        22206
CLEMENTE 5400     |100R1AT-4          |          5,4000|        11089
CLEMENTE 5400     |HG311-12-4 DKO     |          1,0000|       335686
CLEMENTE 5400     |HG325-12-4-DKO     |          1,0000|       335738
COLORADO 4X10M    |100R1AT-4          |         10,0000|        11089
COLORADO 4X10M    |101-4-4            |          1,0000|        11155
COLORADO 6X670    |100-8-6            |          1,0000|        11053
COLORADO 6X670    |100R2AT-6          |          0,6700|        11107
COLORADO 6X670    |ORS45-8-6          |          1,0000|        22132
COLORADO 6X940    |100-8-6            |          1,0000|        11053
COLORADO 6X940    |100R2AT-6          |          0,9400|        11107
COLORADO 6X940    |ORS45-8-6          |          1,0000|        22132
COLORADO 8X10M    |100R1AT-8          |         10,0000|        11093
COLORADO 8X10M    |101-8-8            |          2,0000|        11164
COLORADO 8X300    |100R2AT-8          |          0,3000|        11108
COLORADO 8X300    |103-10-8           |          2,0000|        11225
CONCEITO 370      |100R2AT-10         |          0,3700|        11099
CONCEITO 370      |HG311-28-10 DK     |          2,0000|       335822
CONCEITO 420      |100R2AT-10         |          0,4200|        11099
CONCEITO 420      |HG311-28-10 DK     |          2,0000|       335822
CONCRECIA 1000    |100R12-12          |          1,0000|        11068
CONCRECIA 1000    |HG311-36-12        |          2,0000|        18776
CONCRECIA 113     |100R2AT-6          |          0,1130|        11107
CONCRECIA 113     |HG311-18-6-DKO     |          1,0000|       332605
CONCRECIA 113     |HG325-18-6 DKO     |          1,0000|       335776
CONCRECIA 1700    |100-16-16          |          1,0000|        11033
CONCRECIA 1700    |100R2AT-16         |          1,7000|        11101
CONCRECIA 1700    |117-16-16          |          1,0000|        11539
CONCRECIA 1900    |100R2AT-6          |          1,9000|        11107
CONCRECIA 1900    |HG311-18-6-DKO     |          2,0000|       332605
CONCRECIA 580     |100R2AT-6          |          0,5800|        11107
CONCRECIA 580     |HG311-18-6-DKO     |          2,0000|       332605
CONCRECIA 590     |100R2AT-12         |          0,5900|        11100
CONCRECIA 590     |101-12-12          |          1,0000|        11140
CONCRECIA 590     |103-12-12          |          1,0000|        11227
CONCRECIA 700     |100R2AT-6          |          0,7000|        11107
CONCRECIA 700     |HG311-18-6-DKO     |          1,0000|       332605
CONCRECIA 700     |HG325-18-6 DKO     |          1,0000|       335776
CONCRECIA 900     |100R12-16          |          0,9000|        11069
CONCRECIA 900     |109-16-16          |          2,0000|        11373
CONCRECIA.1800    |100R12-12          |          1,8000|        11068
CONCRECIA.1800    |HG311-36-12        |          2,0000|        18776
CONCRECIA.800     |100R12-12          |          0,8000|        11068
CONCRECIA.800     |HG311-36-12        |          2,0000|        18776
CONEY 6X1750      |100R2AT-6          |          1,7500|        11107
CONEY 6X1750      |HG311-18-6-DKO     |          2,0000|       332605
CONFISEG 1200     |100R13-16          |          1,2000|        11075
CONFISEG 1200     |M41613-42-16       |          2,0000|       338574
CONFISEG 2000     |100R2AT-8          |          2,0000|        11108
CONFISEG 2000     |HG311-24-8 DKO     |          2,0000|       335205
CONFISEG 2500     |100R2AT-8          |          2,5000|        11108
CONFISEG 2500     |HG311-24-8 DKO     |          1,0000|       335205
CONFISEG 2500     |HG325-24-8 DKO     |          1,0000|       335704
CONFISEG 2600     |100R2AT-8          |          2,6000|        11108
CONFISEG 2600     |HG311-24-8 DKO     |          1,0000|       335205
CONFISEG 2600     |HG325-24-8 DKO     |          1,0000|       335704
CONFISEG 3700     |100R12-16          |          3,7000|        11069
CONFISEG 3700     |HG325-36-16 DK     |          2,0000|       332749
CONFISEG 4500     |100R2AT-8          |          4,5000|        11108
CONFISEG 4500     |HG311-24-8 DKO     |          2,0000|       335205
CONFISEG-1000     |100R2AT-8          |          1,0000|        11108
CONFISEG-1000     |HG325-24-8 DKO     |          2,0000|       335704
CONFISEG.1000     |100R2AT-8          |          1,0000|        11108
CONFISEG.1000     |HG311-24-8 DKO     |          2,0000|       335205
CONFISEG.1800     |100R2AT-8          |          1,8000|        11108
CONFISEG.1800     |HG311-24-8 DKO     |          2,0000|       335205
CONFISEG.2400     |100R2AT-8          |          2,4000|        11108
CONFISEG.2400     |HG311-24-8 DKO     |          2,0000|       335205
CONFISEG.3200     |100R12-16          |          3,2000|        11069
CONFISEG.3200     |HG325-36-16 DK     |          2,0000|       332749
COOPER 6X20000    |100R1AT-6          |         20,0000|        11092
COOPER 6X20000    |101-8-6            |          1,0000|        11163
COOPER 6X20000    |HG560-8-6          |          1,0000|        18851
CORTE 10X1050     |100-12-10          |          2,0000|        11025
CORTE 10X1050     |100R2AT-10         |          1,0500|        11099
CORTE 10X1050     |MP-25-10           |          1,0500|        21335
CORTE 12X1900     |100R2AT-12         |          1,9000|        11100
CORTE 12X1900     |101-12-12          |          2,0000|        11140
CORTE 12X2100     |100-12-12          |          2,0000|        11026
CORTE 12X2100     |100R2AT-12         |          2,1000|        11100
CORTE 12X3800     |100-12-12          |          1,0000|        11026
CORTE 12X3800     |100R2AT-12         |          3,8000|        11100
CORTE 12X3800     |101-12-12          |          1,0000|        11140
CORTE 16X950      |100-16-16          |          1,0000|        11033
CORTE 16X950      |100R2AT-16         |          0,9500|        11101
CORTE 16X950      |109-16-16          |          1,0000|        11373
CORTE 4X1500      |100R1AT-4          |          1,5000|        11089
CORTE 4X1500      |HG325-12-4-DKO     |          2,0000|       335738
CORTE 6X2650      |100R2AT-6          |          2,6500|        11107
CORTE 6X2650      |HE213-6-6          |          1,0000|        18540
CORTE 6X2650      |HE554-6-6          |          1,0000|        18578
CORTE 8X1150      |100R2AT-8          |          1,1500|        11108
CORTE 8X1150      |HE213-8-8          |          2,0000|        18544
CORTE 8X1150      |MP-20-8            |          1,1500|        21334
CORTE 8X1200      |100R2AT-8          |          1,2000|        11108
CORTE 8X1200      |HG207-22-8         |          1,0000|        18714
CORTE 8X1200      |HG325-22-8 DKO     |          1,0000|       336057
CORTE 8X1200      |MP-20-8            |          1,2000|        21334
CORTE 8X3000      |2807-10            |          3,0000|        12310
CORTE 8X3000      |HG311-22-8 DKO     |          1,0000|       335701
CORTE 8X3000      |HG325-22-8 DKO     |          1,0000|       336057
CORTE 8X950       |100-8-8            |          2,0000|        11054
CORTE 8X950       |100R2AT-8          |          0,9500|        11108
CORTE.8X3400      |100R2AT-8          |          3,4000|        11108
CORTE.8X3400      |112-10-8           |          2,0000|        11426
COZA 12X1250      |100R2AT-12         |          1,2500|        11100
COZA 12X1250      |HG311-30-12DKO     |          1,0000|       334825
COZA 12X1250      |HG325-30-12DKO     |          1,0000|       339771
COZA 12X1250      |MP-25-12           |          1,2500|        21336
COZA 12X6700      |100-12-12          |          2,0000|        11026
COZA 12X6700      |100R1AT-12         |          6,7000|        11083
COZA 16X2550      |100R12-16          |          2,5500|        11069
COZA 16X2550      |MP-32              |          2,5500|        21337
COZA 16X2550      |W00402-16          |          2,0000|       335039
COZA 20X1750      |100R12-20          |          1,7500|        11070
COZA 20X1750      |105-20-20COD62     |          2,0000|        11303
COZA 24X7000      |100-24-24          |          2,0000|        11038
COZA 24X7000      |100R1AT-24         |          7,0000|        11086
COZA 4X1300       |100R1AT-4          |          1,3000|        11089
COZA 4X1300       |101-6-4            |          1,0000|        11158
COZA 4X1300       |FF 1/8X1/4         |          1,0000|        17756
COZA 4X2100       |100R2AT-4          |          2,1000|        11105
COZA 4X2100       |HG560-4-4          |          1,0000|        18846
COZA 4X2100       |HG569-4-4          |          1,0000|        18867
COZA 4X490        |100R1AT-4          |          0,4900|        11089
COZA 4X490        |HG560-4-4          |          1,0000|        18846
COZA 4X490        |HG569-4-4          |          1,0000|        18867
COZA 6X800        |100R2AT-6          |          0,8000|        11107
COZA 6X800        |ORS90-6-6          |          1,0000|        22142
